AA	0.8292682926829268
QQ	0.8152793614595211
KK	0.8110403397027601
JJ	0.8017334777898159
99	0.7395048439181916
TT	0.7347391786903441
88	0.7129135538954109
77	0.6630076838638859
AQs	0.6578538102643857
AKo	0.642454954954955
ATo	0.6390728476821192
A7s	0.6346483704974271
AKs	0.6324786324786325
KQs	0.631911532385466
K9s	0.6300174520069808
A8s	0.6298157453936348
KTs	0.628099173553719
AQo	0.6276223776223776
AJs	0.6275752773375595
66	0.6248561565017261
AJo	0.6217123670956911
ATs	0.6178451178451179
A9o	0.6147091108671789
A5s	0.6137820512820513
QJs	0.6091954022988506
A6s	0.6069651741293532
K7s	0.6055194805194806
KQo	0.605445808862787
QTs	0.6026058631921825
A5o	0.6003353828954723
A9s	0.596989966555184
A6o	0.5960874568469505
A2s	0.5958466453674122
55	0.5910087719298246
A7o	0.5907813378302417
KTo	0.5863409217101611
A8o	0.5844226579520697
KJo	0.5840175150519978
KJs	0.5838414634146342
JTs	0.580267558528428
Q9s	0.5799676898222941
A3s	0.5772495755517827
K7o	0.5759280089988752
A4s	0.5719237435008665
K2s	0.571900826446281
K6s	0.5709515859766278
K8s	0.5707236842105263
QJo	0.5704622322435174
A3o	0.5703869882220975
33	0.5678449258836944
A4o	0.5655926352128884
Q8s	0.564437194127243
K5s	0.5638686131386861
A2o	0.5632250580046404
K9o	0.5613234455219623
JTo	0.559730790802019
T9s	0.5597269624573379
QTo	0.5587229190421893
44	0.5571725571725572
J8s	0.5544041450777202
K3s	0.551433389544688
J9s	0.5501618122977346
Q4s	0.5477707006369427
K6o	0.5456486919380673
Q9o	0.5453539823008849
Q7s	0.5443478260869565
Q5s	0.5427631578947368
Q7o	0.5417594654788419
K4s	0.5408348457350273
K8o	0.5386350817822899
K5o	0.5354077253218884
Q8o	0.5348084187803562
T8s	0.5323624595469255
K2o	0.5255600229753016
J7s	0.5238095238095238
T9o	0.522543352601156
K3o	0.5207877461706784
K4o	0.5200650759219089
J6s	0.5193661971830986
Q6s	0.5181674565560821
Q6o	0.5179240235420011
J5s	0.5170068027210885
J8o	0.5166093928980527
22	0.5154285714285715
Q2s	0.5151515151515151
J9o	0.5131729667812142
T8o	0.5075187969924813
T7s	0.5040783034257749
J3s	0.5036363636363637
Q3s	0.5007898894154819
Q5o	0.5
Q4o	0.49972781709308656
98s	0.4959083469721768
T6s	0.49427168576104746
87s	0.494077834179357
J4s	0.49333333333333335
T2s	0.4920886075949367
86s	0.4919093851132686
J7o	0.49031543995572774
97s	0.48575949367088606
J6o	0.48308374930671105
98o	0.4824229313142239
T7o	0.4812231759656652
75s	0.4770797962648557
Q3o	0.47400782560089433
T6o	0.47295036252091466
T5s	0.4728434504792332
J4o	0.4708128750681942
96s	0.46953405017921146
85s	0.46942148760330576
64s	0.4666666666666667
74s	0.46656050955414013
95s	0.466557911908646
87o	0.4653409090909091
Q2o	0.4623287671232877
96o	0.46190476190476193
J5o	0.4604889141557703
T5o	0.4603691639522258
97o	0.459531416400426
T3s	0.45791245791245794
J2o	0.4571752694271129
76s	0.4570957095709571
J2s	0.4565972222222222
94s	0.456
T4s	0.4556113902847571
65s	0.4537671232876712
76o	0.45247359644246804
95o	0.44931506849315067
83s	0.4482758620689655
92s	0.4425087108013937
J3o	0.44166666666666665
84s	0.4391025641025641
75o	0.43907793633369924
93s	0.43902439024390244
85o	0.4371914426769062
T4o	0.43286219081272087
54s	0.4324786324786325
93o	0.4279354479688369
T2o	0.42686397268070575
86o	0.42596685082872926
T3o	0.42506963788300833
94o	0.42284786139685976
65o	0.4221736755871109
84o	0.4193722943722944
82s	0.41491085899513774
63s	0.41304347826086957
62s	0.4073482428115016
92o	0.40630182421227196
64o	0.4024594745667971
53o	0.40184883088635126
53s	0.40129449838187703
74o	0.39925373134328357
73s	0.3990228013029316
83o	0.3979426096372496
54o	0.3970507919169853
72s	0.39408866995073893
43s	0.3895131086142322
73o	0.38924050632911394
82o	0.38670212765957446
63o	0.38302624232272475
42s	0.37438423645320196
52o	0.3688022284122563
43o	0.3651149747616377
52s	0.36333878887070375
32s	0.35772357723577236
72o	0.35476956055734193
62o	0.35160780179230366
42o	0.3484848484848485
32o	0.335149863760218
